ID,Per,RAJ2000,DEJ2000,F555W,e_F555W,F814W,e_F814W,F350LP,e_F350LP,AmpV,AmpI
J121846.95+471841.0,8.766,184.695618,47.311398,25.393,0.114,24.752,0.192,,,0.277,0.18
J121921.53+471054.1,8.783,184.839691,47.181702,25.789,0.07,24.846,0.081,,,0.243,0.135
J121859.74+471538.8,8.797,184.748932,47.260788,26.218,0.253,25.092,0.248,,,0.279,0.215
J121904.66+471634.1,8.85,184.769409,47.276127,26.02,0.194,24.973,0.293,,,0.345,0.179
J121926.05+471202.0,8.858,184.858551,47.200565,25.337,0.07,24.541,0.078,,,0.376,0.214
J121856.36+471632.8,8.876,184.734833,47.275772,25.455,0.221,24.396,0.309,,,0.297,0.179
J121901.97+471554.1,8.896,184.758194,47.265038,25.792,0.22,24.38,0.312,,,0.344,0.203
J121914.70+471212.6,8.931,184.811234,47.203495,26.004,0.119,24.953,0.136,,,0.388,0.266
J121919.85+471150.4,8.934,184.832703,47.197334,25.785,0.083,24.818,0.087,,,0.343,0.194
J121856.90+472019.2,8.944,184.737091,47.338654,25.901,0.244,24.909,0.311,,,0.279,0.206
J121905.49+471634.4,8.953,184.772858,47.276215,25.623,0.131,24.78,0.154,,,0.259,0.229
J121836.00+471932.8,8.963,184.649994,47.325775,25.545,0.278,24.496,0.089,25.281,0.06,0.295,0.211
J121900.97+471635.9,8.97,184.754044,47.276646,25.879,0.213,25.282,0.297,,,0.172,0.126
J121925.08+471221.6,8.99,184.854492,47.205997,25.75,0.18,24.813,0.138,,,0.267,0.207
J121848.16+472056.6,8.997,184.700653,47.349045,25.558,0.136,24.722,0.2,25.483,0.141,0.244,0.174
J121856.40+471634.1,8.999,184.735001,47.276134,25.885,0.242,24.383,0.317,,,0.255,0.143
J121847.77+472038.0,9.008,184.699036,47.343899,26.154,0.136,25.068,0.209,25.867,0.155,0.133,0.095
J121840.74+471931.6,9.009,184.669739,47.325436,26.389,0.096,25.12,0.127,,,0.238,0.169
J121852.65+472113.6,9.017,184.71936,47.353764,25.802,0.152,24.853,0.263,,,0.33,0.203
J121849.06+472311.2,9.021,184.704422,47.386456,25.993,0.327,25.22,0.128,26.035,0.091,0.183,0.131
J121916.33+471033.2,9.03,184.818039,47.175888,26.043,0.127,25.231,0.13,,,0.321,0.17
J121827.93+472043.4,9.03,184.616364,47.345398,25.74,0.105,25.178,0.123,25.7,0.057,0.166,0.119
J121845.58+472016.7,9.048,184.689926,47.337971,25.641,0.124,24.707,0.115,25.438,0.127,0.359,0.202
J121921.52+471248.2,9.054,184.839661,47.213398,25.693,0.076,24.796,0.101,,,0.243,0.185
J121852.53+471508.4,9.094,184.718887,47.252327,25.528,0.094,24.54,0.118,,,0.209,0.116
J121836.68+471913.1,9.096,184.652817,47.320293,26.687,0.093,25.867,0.167,,,0.173,0.142
J121900.97+471641.1,9.142,184.754028,47.278072,25.6,0.165,24.447,0.248,,,0.257,0.136
J121836.72+472054.1,9.18,184.653,47.348351,26.739,0.151,25.484,0.303,26.61,0.063,0.294,0.21
J121852.42+471520.9,9.252,184.718399,47.255806,26.051,0.163,24.689,0.13,,,0.262,0.153
J121920.06+471211.8,9.264,184.833588,47.203285,25.998,0.111,24.987,0.077,,,0.416,0.257
J121903.99+471657.6,9.269,184.766632,47.282677,25.999,0.237,24.82,0.334,,,0.332,0.171
J121830.32+472059.5,9.299,184.626328,47.349873,25.568,0.074,24.633,0.074,25.373,0.076,0.293,0.209
J121849.55+471525.2,9.328,184.706467,47.256989,25.998,0.368,24.55,0.127,,,0.187,0.108
J121915.34+471203.2,9.359,184.813934,47.200893,25.307,0.083,24.471,0.111,,,0.296,0.194
J121915.99+471723.3,9.369,184.81662,47.289799,25.407,0.112,24.581,0.092,,,0.408,0.248
J121853.14+472213.4,9.383,184.721436,47.370392,26.204,0.129,25.137,0.33,25.82,0.075,0.136,0.097
J121835.46+472027.6,9.398,184.647736,47.340988,25.489,0.056,24.599,0.107,25.387,0.047,0.223,0.159
J121847.67+471935.0,9.414,184.698608,47.326389,25.705,0.13,24.783,0.188,,,0.238,0.156
J121847.57+472331.7,9.483,184.698212,47.392132,26.4,0.109,25.038,0.119,26.211,0.072,0.205,0.146
J121845.40+472021.2,9.484,184.689148,47.339233,25.201,0.145,24.443,0.166,,,0.38,0.196
J121853.63+472128.1,9.58,184.72345,47.357796,26.12,0.111,25.185,0.167,,,0.147,0.137
J121921.39+471014.8,9.59,184.839142,47.17078,25.953,0.076,25.035,0.082,,,0.317,0.188
J121900.68+471530.4,9.642,184.752853,47.258453,25.961,0.228,24.735,0.267,,,0.276,0.158
J121830.59+472025.1,9.678,184.627472,47.340313,26.095,0.31,24.856,0.161,25.99,0.08,0.193,0.138
J121849.99+472122.5,9.681,184.708282,47.356255,26.486,0.151,25.319,0.21,,,0.275,0.165
J121858.36+471504.3,9.691,184.743149,47.251186,25.032,0.137,24.438,0.174,,,0.264,0.204
J121843.53+472042.6,9.709,184.681381,47.345161,27.127,0.292,25.773,0.215,27.049,0.095,0.263,0.188
J121902.86+471633.3,9.736,184.761902,47.275928,26.682,0.339,25.429,0.25,,,0.252,0.155
J121850.52+471840.3,9.753,184.71048,47.311203,25.397,0.172,24.746,0.277,,,0.218,0.116
J121854.16+471918.5,9.765,184.725677,47.321815,25.724,0.21,24.829,0.312,,,0.313,0.172
J121849.35+472028.8,9.906,184.705612,47.341343,25.746,0.138,24.616,0.185,,,0.215,0.15
J121915.03+471128.9,9.917,184.812622,47.191364,26.299,0.115,25.225,0.122,,,0.173,0.118
J121921.48+471141.7,9.917,184.839508,47.194908,26.915,0.202,25.325,0.087,,,0.136,0.106
J121857.92+471619.8,10.031,184.741348,47.272179,25.533,0.193,24.714,0.257,,,0.361,0.263
J121858.17+471439.2,10.033,184.742386,47.244232,25.807,0.182,25.065,0.177,,,0.403,0.219
J121849.35+472059.0,10.044,184.705627,47.349731,26.143,0.196,25.149,0.281,,,0.243,0.164
J121850.52+472053.8,10.057,184.71048,47.348282,25.499,0.127,24.547,0.243,,,0.19,0.157
J121927.77+471226.2,10.071,184.865723,47.207279,25.98,0.178,25.039,0.179,,,0.178,0.133
J121837.24+472214.8,10.073,184.655167,47.37077,27.211,0.22,26.013,0.135,27.065,0.08,0.227,0.162
J121858.51+471544.9,10.095,184.74379,47.262478,25.373,0.157,24.401,0.189,,,0.345,0.254
J121833.49+472050.1,10.099,184.639542,47.34726,26.129,0.086,25.039,0.097,26.085,0.042,0.155,0.111
J121900.53+471538.2,10.105,184.752197,47.260624,25.864,0.327,25.275,0.25,,,0.219,0.169
J121831.04+472106.6,10.132,184.629333,47.351822,27.014,0.075,25.432,0.153,26.451,0.069,0.181,0.129
J121832.07+472127.4,10.164,184.633621,47.357601,25.537,0.069,24.787,0.072,25.426,0.059,0.231,0.165
J121844.44+472210.2,10.169,184.685181,47.369488,27.167,0.272,25.974,0.323,26.879,0.08,0.21,0.15
J121854.93+472154.7,10.169,184.728882,47.365196,26.969,0.302,25.929,0.257,26.325,0.175,0.261,0.186
J121839.75+471941.5,10.195,184.665634,47.32819,26.834,0.131,25.698,0.148,26.775,0.056,0.23,0.165
J121902.09+471813.0,10.21,184.758698,47.303616,25.582,0.241,24.718,0.279,,,0.362,0.197
J121858.25+471539.6,10.226,184.742706,47.260998,25.266,0.09,24.459,0.124,,,0.32,0.207
J121848.31+472018.7,10.276,184.701294,47.338539,26.386,0.171,25.015,0.211,,,0.294,0.225
J121847.50+472023.5,10.282,184.697922,47.339851,26.348,0.182,25.036,0.355,26.038,0.136,0.131,0.093
J121903.91+471508.6,10.286,184.766296,47.252396,25.531,0.159,24.619,0.276,,,0.334,0.216
J121852.04+472109.2,10.342,184.716843,47.352551,26.348,0.163,24.953,0.196,,,0.223,0.15
J121850.19+471851.2,10.346,184.709122,47.314232,25.937,0.163,24.95,0.202,,,0.35,0.235
J121840.46+472142.5,10.386,184.668579,47.361809,25.953,0.137,25.002,0.087,25.896,0.065,0.231,0.165
J121837.22+471920.2,10.514,184.65509,47.322289,25.508,0.09,24.535,0.095,,,0.233,0.171
J121918.04+471045.7,10.521,184.82518,47.179367,25.442,0.108,24.562,0.064,,,0.348,0.209
J121858.46+471550.0,10.528,184.743576,47.263882,25.367,0.133,24.519,0.148,,,0.386,0.286
J121838.71+471931.8,10.532,184.661285,47.325504,26.701,0.151,25.217,0.212,26.283,0.129,0.151,0.108
J121854.69+471922.0,10.574,184.727875,47.322784,25.568,0.208,24.675,0.32,,,0.364,0.21
J121902.51+471600.3,10.595,184.760452,47.266762,25.689,0.101,24.675,0.153,,,0.424,0.245
J121848.77+471940.6,10.603,184.703201,47.327953,25.539,0.124,24.416,0.189,,,0.385,0.194
J121854.01+471914.3,10.646,184.725052,47.320629,25.374,0.247,24.476,0.34,,,0.41,0.217
J121849.24+471831.1,10.659,184.705154,47.308651,25.91,0.207,24.822,0.258,,,0.35,0.209
J121836.26+471954.8,10.725,184.651077,47.331879,25.216,0.055,24.513,0.056,25.275,0.067,0.355,0.235
J121923.13+471234.8,10.752,184.84639,47.209656,26.397,0.125,25.161,0.086,,,0.211,0.189
J121858.78+471542.6,10.767,184.744919,47.261833,25.321,0.178,24.731,0.18,,,0.361,0.266
J121857.07+472016.0,10.859,184.737808,47.337776,26.874,0.232,25.267,0.29,,,0.342,0.203
J121838.15+472033.1,10.909,184.658951,47.342529,26.924,0.204,25.701,0.134,,,0.202,0.131
J121851.26+472124.3,10.934,184.713593,47.356758,25.683,0.102,24.688,0.083,25.525,0.082,0.391,0.225
J121909.55+471835.0,10.957,184.789795,47.309727,25.303,0.097,24.491,0.094,,,0.365,0.233
J121850.99+471842.3,11.013,184.712463,47.311749,25.564,0.243,24.66,0.278,,,0.166,0.157
J121850.56+471842.6,11.053,184.710663,47.311844,25.143,0.127,24.174,0.195,,,0.319,0.199
J121857.69+471610.4,11.073,184.740387,47.269547,25.866,0.229,24.721,0.198,,,0.369,0.189
J121847.55+472031.7,11.144,184.69812,47.342148,25.628,0.19,24.716,0.19,,,0.45,0.305
J121846.21+472029.0,11.144,184.692551,47.3414,26.894,0.147,25.709,0.11,26.871,0.139,0.324,0.231
J121851.49+471544.0,11.221,184.714539,47.262215,25.668,0.199,24.674,0.17,,,0.426,0.231
J121845.10+472017.9,11.245,184.687912,47.338314,27.139,0.077,25.768,0.319,26.911,0.142,0.278,0.199
J121857.09+472006.8,11.259,184.737885,47.335217,25.419,0.388,24.672,0.411,,,0.156,0.143
J121904.60+471454.6,11.293,184.76915,47.248512,25.653,0.216,24.773,0.191,,,0.396,0.233
J121901.73+471557.7,11.3,184.757202,47.266022,25.789,0.188,24.844,0.272,,,0.386,0.292
J121847.28+471838.8,11.313,184.696991,47.310768,25.499,0.116,24.651,0.172,,,0.456,0.244
J121903.12+471605.3,11.329,184.763,47.268131,25.096,0.277,24.425,0.236,,,0.254,0.159
J121854.77+471918.7,11.347,184.72821,47.321857,26.32,0.241,25.284,0.325,,,0.389,0.303
J121853.46+472246.1,11.354,184.722733,47.379463,26.633,0.168,25.438,0.251,26.444,0.071,0.227,0.162
J121829.12+472057.0,11.363,184.621338,47.349155,25.518,0.053,24.746,0.144,25.354,0.047,0.321,0.229
J121904.09+471656.6,11.374,184.767059,47.282391,25.427,0.264,24.138,0.28,,,0.252,0.154
J121900.58+471529.8,11.386,184.752411,47.258278,25.965,0.253,25.364,0.308,,,0.298,0.233
J121847.26+472243.4,11.402,184.69693,47.378735,26.814,0.16,25.625,0.247,26.631,0.074,0.236,0.169
J121838.16+471945.8,11.419,184.658997,47.329384,26.941,0.087,25.719,0.173,26.632,0.104,0.268,0.191
J121851.61+471837.0,11.422,184.715042,47.31028,25.975,0.254,25.16,0.279,,,0.515,0.333
J121852.40+471924.2,11.486,184.718353,47.323395,25.989,0.161,25.337,0.284,,,0.499,0.397
J121857.00+471610.5,11.524,184.737503,47.269592,25.127,0.136,24.333,0.161,,,0.295,0.184
J121850.80+471839.5,11.557,184.711655,47.31097,25.311,0.147,24.533,0.209,,,0.529,0.299
J121844.98+472048.1,11.574,184.687408,47.346695,25.826,0.05,24.738,0.081,25.586,0.084,0.38,0.287
J121832.31+471938.8,11.585,184.634628,47.32745,26.244,0.049,25.179,0.137,26.013,0.049,0.296,0.211
J121850.11+471958.5,11.597,184.708786,47.33292,25.273,0.118,24.421,0.182,,,0.428,0.235
J121848.25+472056.6,11.601,184.701035,47.349068,25.39,0.193,24.172,0.158,25.25,0.102,0.4,0.285
J121850.57+472059.5,11.613,184.710709,47.349869,25.992,0.21,24.965,0.191,,,0.529,0.317
J121856.28+471633.7,11.643,184.734497,47.276035,26.123,0.256,24.947,0.258,,,0.352,0.225
J121851.30+472302.5,11.666,184.71376,47.384033,26.57,0.24,25.419,0.345,26.26,0.186,0.36,0.257
J121858.94+471558.7,11.699,184.74559,47.266304,26.252,0.357,25.45,0.2,,,0.192,0.189
J121904.09+471745.9,11.726,184.767059,47.296074,25.706,0.175,24.631,0.256,,,0.319,0.223
J121832.00+472113.7,11.737,184.633331,47.353802,25.206,0.044,24.275,0.059,25.166,0.057,0.243,0.174
J121849.94+472059.1,11.775,184.708084,47.349758,25.346,0.123,24.765,0.15,25.005,0.146,0.394,0.281
J121903.68+471644.5,11.798,184.765335,47.27903,25.338,0.11,24.484,0.159,,,0.422,0.242
J121846.88+471858.5,11.811,184.695343,47.316242,26.115,0.101,25.081,0.148,,,0.366,0.247
J121850.04+471838.6,11.864,184.708481,47.310726,26.146,0.223,25.137,0.22,,,0.406,0.264
J121847.31+472242.3,11.877,184.697113,47.378426,26.539,0.196,25.633,0.224,26.158,0.089,0.388,0.277
J121848.26+471536.7,11.934,184.701096,47.260201,26.672,0.283,25.541,0.146,,,0.331,0.168
J121909.56+471525.0,11.94,184.789841,47.256935,25.585,0.159,24.461,0.123,,,0.376,0.219
J121840.43+471951.7,11.94,184.668442,47.331039,26.95,0.124,25.545,0.195,26.748,0.142,0.32,0.229
J121904.83+471521.4,11.963,184.770142,47.255951,27.066,0.174,25.852,0.211,,,0.519,0.29
J121854.33+472047.0,11.978,184.726364,47.346397,25.915,0.18,24.817,0.203,,,0.437,0.268
J121850.24+471927.9,11.984,184.70932,47.324425,25.206,0.112,24.384,0.188,,,0.467,0.259
J121901.72+471706.0,11.993,184.757187,47.285011,26.346,0.205,25.126,0.262,,,0.386,0.208
J121858.35+471506.5,12.029,184.743134,47.251812,25.246,0.086,24.314,0.126,,,0.59,0.338
J121847.91+472104.1,12.033,184.699631,47.351131,25.644,0.074,24.805,0.075,25.406,0.069,0.395,0.244
J121900.04+471534.0,12.057,184.750183,47.259457,25.657,0.249,24.752,0.204,,,0.43,0.281
J121850.81+471834.8,12.116,184.7117,47.309654,25.345,0.16,24.569,0.222,,,0.254,0.213
J121902.47+471638.5,12.149,184.760284,47.27737,26.17,0.201,25.055,0.215,,,0.48,0.251
J121857.43+471547.3,12.165,184.739288,47.263145,25.485,0.152,24.423,0.176,,,0.202,0.182
J121847.91+472002.8,12.211,184.699615,47.33411,25.561,0.157,24.475,0.168,,,0.494,0.267
J121849.20+472145.6,12.259,184.705017,47.362656,25.44,0.137,24.857,0.24,25.32,0.161,0.193,0.138
J121859.11+471539.4,12.375,184.746307,47.260944,25.267,0.203,24.508,0.174,,,0.359,0.192
J121844.27+472317.5,12.379,184.684479,47.388191,25.342,0.062,24.584,0.093,25.139,0.053,0.382,0.273
J121858.10+471618.4,12.429,184.742081,47.271786,25.559,0.119,24.636,0.177,,,0.296,0.163
J121851.71+471508.7,12.431,184.715439,47.252422,25.397,0.092,24.507,0.085,,,0.443,0.245
J121905.22+471440.7,12.482,184.771759,47.24464,25.517,0.185,24.612,0.166,,,0.386,0.218
J121849.09+471944.8,12.488,184.704544,47.329121,25.602,0.12,24.265,0.15,,,0.355,0.18
J121851.46+471919.6,12.503,184.714401,47.322109,25.877,0.168,24.804,0.243,,,0.454,0.261
J121854.33+471847.6,12.531,184.726395,47.313229,25.927,0.317,25.051,0.355,,,0.467,0.272
J121847.10+471837.1,12.563,184.696259,47.310303,25.405,0.089,24.444,0.131,,,0.313,0.181
J121851.24+471836.8,12.563,184.713486,47.310226,24.972,0.174,24.227,0.252,,,0.472,0.255
J121845.44+472204.9,12.691,184.689316,47.368031,26.767,0.17,25.698,0.134,26.635,0.093,0.377,0.269
J121904.48+471503.6,12.695,184.768646,47.250988,26.522,0.175,25.457,0.253,,,0.341,0.263
J121857.15+472011.5,12.706,184.738144,47.336517,25.467,0.204,24.624,0.222,,,0.41,0.292
